BMW1SERIES116dSport5drDABRADIOSPORTSEATS20,10400,2012 12 reg,Hatchback,23000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20118dSport5dr,10450,2012 61 reg,Hatchback,34306 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES116dEfficientDynamics5drStartStopBluetooth16,10479,2013 13 reg,Hatchback,55000 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES16116dEfficientDynamicsSportsHatch5dr,10489,2012 62 reg,Hatchback,39481 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES20TD118dSport5dr,10495,2012 12 reg,Hatchback,53637 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSport5dr,10495,2012 61 reg,Hatchback,34700 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dMSport2dr,10495,2012 12 reg,Coupe,39241 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dExclusive2dr,10495,2012 62 reg,Coupe,53000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20116dSESportsHatch5drstartstop,10495,2013 13 reg,Hatchback,28035 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES16116dEfficientDynamicsSportsHatch5drstartstop,10495,2013 63 reg,Hatchback,44000 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES16116dEfficientDynamics5dr,10495,2013 13 reg,Hatchback,55000 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES20116dSportSportsHatch5drstartstop,10495,2015 15 reg,Hatchback,11000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20118dSport2dr,10495,2012 12 reg,Coupe,42211 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES118DSe202dr,10495,2012 61 reg,Coupe,42477 miles,Automatic,20L,143 bhp,Diesel
BMW116D16EFFICIENTDYNAMICS5dr,10499,2013 62 reg,Hatchback,35363 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES16116dEfficientDynamicsSportsHatch5dr,10499,2012 12 reg,Hatchback,51631 miles,Manual,16L,116 bhp,Diesel
BMW116D20SE5dr,10499,2012 12 reg,Hatchback,43699 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20116dSport5dr,10500,2013 13 reg,Hatchback,45000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20118DSE5d141BHPNEWSHAPEWITHFULLLEATHERINTERIOR,10500,2012 12 reg,Hatchback,50374 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES116dSport5drCRUISECONTROLAUXIN20,10500,2012 12 reg,Hatchback,40326 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20116dSE5dr,10500,2013 13 reg,Hatchback,49200 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20118dExclusive2dr,10500,2012 62 reg,Coupe,45000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES114dES5drAIRCONAUXIN16,10500,2013 63 reg,Hatchback,36688 miles,Manual,16L,95 bhp,Diesel
BMW1SERIES20116dSport5dr,10500,2012 12 reg,Hatchback,51000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES116dSport3drAIRCONAUXIN20,10500,2013 13 reg,Hatchback,41803 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20118dSportPlus2dr,10500,2012 12 reg,Coupe,32000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES116dES5drAIRCONAUXIN20,10500,2013 13 reg,Hatchback,22606 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES16116dEfficientDynamicsSportsHatch5drstartstop,10500,2013 62 reg,Hatchback,37000 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES20118dSE2dr,10500,2012 12 reg,Coupe,54097 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES114dSE5drAIRCONAUXIN16,10500,2013 63 reg,Hatchback,32918 miles,Manual,16L,95 bhp,Diesel
BMW1SERIES20120dES2dr,10500,2012 12 reg,Coupe,60000 miles,Manual,20L,177 bhp,Diesel
BMW1SERIES120dUrban5drPARTLEATHERDABTUNER20,10500,2012 62 reg,Hatchback,41645 miles,Manual,20L,177 bhp,Diesel
BMW1SERIES20118dSport2dr,10500,2012 12 reg,Coupe,41156 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSE5dr,10550,2013 62 reg,Hatchback,32449 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSport5dr,10550,2012 62 reg,Hatchback,58600 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSport5dr,10590,2012 61 reg,Hatchback,40000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES116dEfficientDynamics165dr,10598,2013 63 reg,Hatchback,55815 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES16116DEFFICIENTDYNAMICS5d114BHPFMDSHFREETAXBLUETOOTH,10599,2013 13 reg,Hatchback,44000 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES16116DEFFICIENTDYNAMICS3d114BHP,10599,2012 62 reg,Hatchback,21165 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES118dSport205dr,10600,2012 61 reg,Hatchback,50445 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20116dSport5dr,10600,2012 12 reg,Hatchback,46383 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20116dSportSportsHatch5drstartstop,10600,2013 13 reg,Hatchback,55129 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES116dEfficientDynamics5dr16,10620,2013 62 reg,Hatchback,35765 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES116dSport5drStartStopBluetoothAlloysAC6Sp20,10679,2012 62 reg,Hatchback,47000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20116DSPORT5DRALLOYSAIRCONPRIVACYGLASS,10690,2012 12 reg,Hatchback,37185 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20116DSPORT5d114BHPBluetoothPhoneAirConAutoWipersStopStart,10695,2012 62 reg,Hatchback,53000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES116dEfficientDynamics5drMETALLICPAINTBLUETOOTH16,10698,2012 62 reg,Hatchback,27162 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES116DEFFICIENTDYNAMICS5DOORSAIRCONALLOYSFREETAX16,10699,2013 13 reg,Hatchback,57368 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES118dSE5drHatchback20,10699,2012 62 reg,Hatchback,48700 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dUrban5dr,10699,2013 13 reg,Hatchback,49000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES163dr116DEfficientdynamics,10699,2013 62 reg,Hatchback,39966 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES120dSE5drAutoBLUETOOTHUSB20,10700,2012 12 reg,Hatchback,44856 miles,Automatic,20L,177 bhp,Diesel
BMW1SERIES116dEfficientDynamics5dr16,10700,2012 12 reg,Hatchback,50512 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES116dEfficientDynamics5dr16,10700,2013 13 reg,Hatchback,52827 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES116dSport5dr20,10711,2013 13 reg,Hatchback,52027 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20118dES2dr,10750,2012 12 reg,Convertible,48800 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20120dSportPlus2dr,10750,2013 63 reg,Convertible,33000 miles,Automatic,20L,177 bhp,Diesel
BMW1SERIES16116dEfficientDynamics5dr,10775,2013 13 reg,Hatchback,42000 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES20118DSPORT5d141BHP,10790,2012 12 reg,Hatchback,46000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20116dSport5dr,10795,2012 12 reg,Hatchback,55513 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES5DOORSPORTSHATCH20TD118dSE5dr,10795,2012 12 reg,Hatchback,39741 miles,Manual,20L,143 bhp,Diesel
BMW118D20Sport5dr,10799,2012 12 reg,Hatchback,46865 miles,Manual,20L,143 bhp,Diesel
BMW118D20Urban5dr,10799,2012 12 reg,Hatchback,43557 miles,Manual,20L,143 bhp,Diesel
BMW118D20Sport5dr,10799,2012 12 reg,Hatchback,37993 miles,Manual,20L,143 bhp,Diesel
BMW116D16EFFICIENTDYNAMICS5dr,10799,2013 13 reg,Hatchback,41967 miles,Manual,16L,116 bhp,Diesel
BMW116D16EFFICIENTDYNAMICS5dr,10799,2013 63 reg,Hatchback,36995 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES20118dSportSportsHatch3drstartstop,10800,2013 13 reg,Hatchback,49000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSportPlus2dr,10800,2012 12 reg,Coupe,44000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES116dEfficientDynamics5dr16,10800,2013 13 reg,Hatchback,48028 miles,Manual,16L,116 bhp,Diesel
